doc,start,end,surfaceform,class,link,
34,271,294,Polizeisprecher Redlich,Person,NIL,
34,451,454,NSU,Organisation,http://de.dbpedia.org/resource/NSU,
34,556,559,LKA,Misc,http://de.dbpedia.org/resource/Landeskriminalamt_(Deutschland),
34,510,518,Hürriyet,Work,http://de.dbpedia.org/resource/H%C3%BCrriyet,
34,834,851,Brandenburg/Havel,Location,NIL,
34,919,927,Mercedes,Organisation,http://de.dbpedia.org/resource/Mercedes-Benz,
34,938,956,Berlin-Marienfelde,Location,http://de.dbpedia.org/resource/Berlin-Marienfelde,
34,1021,1030,IG Metall,Organisation,http://de.dbpedia.org/resource/IG-Metall,
34,1064,1087,Champions-League-Finale,Event,NIL,
34,1126,1143,Brandenburger Tor,Location,http://de.dbpedia.org/resource/Brandenburger_Tor,
34,1349,1363,Bayern München,Organisation,http://de.dbpedia.org/resource/FC_Bayern_M%C3%BCnchen,
34,1370,1387,Borussia Dortmund,Organisation,NIL,
34,1408,1428,Berliner Landgericht,Location,http://de.dbpedia.org/resource/Landgericht_Berlin,
34,1577,1584,Spandau,Location,http://de.dbpedia.org/resource/Berlin-Spandau,
35,402,413,Deutschland,Location,http://de.dbpedia.org/resource/Deutschland,
35,238,253,Arndt Breitfeld,Person,NIL,
35,202,208,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
35,144,153,Stuttgart,Location,http://de.dbpedia.org/resource/Stuttgart,
35,381,398,Kartoffel-Kartell,Organisation,NIL,
35,796,813,Kartoffel-Kartell,Organisation,NIL,
35,1251,1267,Bundeskartellamt,Organisation,http://de.dbpedia.org/resource/Bundeskartellamt,
35,1319,1324,BraLA,Event,NIL,
35,1331,1376,Brandenburgische Landwirtschaftsausstellung,Event,NIL,
35,526,530,Euro,Misc,http://de.dbpedia.org/resource/Euro,
35,1827,1831,Euro,Misc,http://de.dbpedia.org/resource/Euro,
35,2314,2318,Euro,Misc,http://de.dbpedia.org/resource/Euro,
35,2269,2282,Herbert Cunow,Person,NIL,
35,1628,1633,BraLa,Event,NIL,
36,47,58,rbb AKTUELL,Work,http://de.dbpedia.org/resource/RBB_Aktuell,
36,217,228,Wittenberge,Location,http://de.dbpedia.org/resource/Wittenberge,
36,236,244,Prignitz,Location,http://de.dbpedia.org/resource/Prignitz,
36,271,293,Bundeskanzlerin Merkel,Person,http://de.dbpedia.org/resource/Angela_Merkel,
37,138,152,Kurfürstendamm,Location,http://de.dbpedia.org/resource/Kurf%C3%BCrstendamm,
37,158,166,Premnitz,Location,http://de.dbpedia.org/resource/Premnitz,
37,174,187,Will Willwohl,Person,NIL,
37,230,245,Matthias Möller,Person,NIL,
37,250,258,Dänemark,Location,http://de.dbpedia.org/resource/D%C3%A4nemark,
37,414,420,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
37,450,464,75 Jahre Pirat,Event,NIL,
37,479,497,Tegeler Segel Club,Organisation,NIL,
37,503,520,Jubiläums-Regatta,Event,NIL,
37,580,590,Österreich,Location,http://de.dbpedia.org/resource/%C3%96sterreich,
37,597,604,Schweiz,Location,http://de.dbpedia.org/resource/Schweiz,
37,606,616,Tschechien,Location,http://de.dbpedia.org/resource/Tschechien,
37,618,623,Chile,Location,http://de.dbpedia.org/resource/Chile,
37,632,638,Türkei,Location,http://de.dbpedia.org/resource/T%C3%BCrkei,
38,29,36,rbbtext,Misc,NIL,
38,133,158,Berliner Classic Open Air,Event,NIL,
38,168,183,Gendarmen Markt,Location,http://de.dbpedia.org/resource/Gendarmenmarkt,
38,230,240,Ulli Zelle,Person,http://de.dbpedia.org/resource/Ulli_Zelle,
38,300,304,Ulli,Person,http://de.dbpedia.org/resource/Ulli_Zelle,
38,448,468,I belief I could fly,Work,NIL,
38,569,594,That what friends are for,Work,http://de.dbpedia.org/resource/That%E2%80%99s_What_Friends_Are_For,
39,100,108,Snowdens,Person,http://de.dbpedia.org/resource/Edward_Snowden,
39,199,207,4. Juli.,Event,http://de.dbpedia.org/resource/Unabh%C3%A4ngigkeitstag_(Vereinigte_Staaten),
39,245,277,amerikanischen National-Feiertag,Event,http://de.dbpedia.org/resource/Unabh%C3%A4ngigkeitstag_(Vereinigte_Staaten),
39,326,332,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
39,636,642,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
39,505,518,Nadine Brecht,Person,NIL,
39,558,580,US-Botschafters Murphy,Person,http://de.dbpedia.org/resource/Philip_D._Murphy,
39,923,940,Philipp D. Murphy,Person,http://de.dbpedia.org/resource/Philip_D._Murphy,
39,1029,1040,Deutschland,Location,http://de.dbpedia.org/resource/Deutschland,
39,1455,1466,Deutschland,Location,http://de.dbpedia.org/resource/Deutschland,
39,1863,1874,Deutschland,Location,http://de.dbpedia.org/resource/Deutschland,
39,1908,1919,Deutschland,Location,http://de.dbpedia.org/resource/Deutschland,
39,2744,2755,Deutschland,Location,http://de.dbpedia.org/resource/Deutschland,
39,1475,1478,USA,Location,http://de.dbpedia.org/resource/Vereinigte_Staaten,
39,1898,1901,USA,Location,http://de.dbpedia.org/resource/Vereinigte_Staaten,
39,1652,1655,USA,Location,http://de.dbpedia.org/resource/Vereinigte_Staaten,
39,1997,2014,Wiedervereinigung,Event,http://de.dbpedia.org/resource/Wiedervereinigung,
39,1967,1970,USA,Location,http://de.dbpedia.org/resource/Vereinigte_Staaten,
39,2757,2763,London,Location,http://de.dbpedia.org/resource/London,
39,2727,2742,Brooklyn Bridge,Location,http://de.dbpedia.org/resource/Brooklyn_Bridge,
40,28,39,Arne Hallex,Person,NIL,
40,1594,1612,Bundesanwaltschaft,Organisation,http://de.dbpedia.org/resource/Bundesanwaltschaft,
40,322,338,Innenministerium,Organisation,http://de.dbpedia.org/resource/Innenministerium,
40,1384,1387,RAZ,Organisation,http://de.dbpedia.org/resource/Revolution%C3%A4re_Aktionszellen,
40,428,447,Sicherheitsbehörden,Misc,http://de.dbpedia.org/resource/Sicherheitsbeh%C3%B6rde_(Deutschland),
40,743,749,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
40,937,964,Revolutionäre Aktionszellen,Organisation,http://de.dbpedia.org/resource/Revolution%C3%A4re_Aktionszellen,
40,981,984,RAZ,Organisation,http://de.dbpedia.org/resource/Revolution%C3%A4re_Aktionszellen,
40,1039,1048,Magdeburg,Location,http://de.dbpedia.org/resource/Magdeburg,
40,1053,1062,Stuttgart,Location,http://de.dbpedia.org/resource/Stuttgart,
40,1098,1126,Revolutionären Aktionszellen,Organisation,http://de.dbpedia.org/resource/Revolution%C3%A4re_Aktionszellen,
40,1271,1293,Arbeitsagentur Wedding,Organisation,NIL,
40,1307,1326,Haus der Wirtschaft,Location,NIL,
40,1336,1350,Charlottenburg,Location,NIL,
40,1402,1425,Innenminister Friedrich,Person,http://de.dbpedia.org/resource/Hans-Peter_Friedrich,
40,1527,1545,Bundesanwaltschaft,Organisation,http://de.dbpedia.org/resource/Bundesanwaltschaft,
40,1010,1028,Bundesanwaltschaft,Organisation,http://de.dbpedia.org/resource/Bundesanwaltschaft,
41,99,103,Euro,Misc,http://de.dbpedia.org/resource/Euro,
41,133,137,Euro,Misc,http://de.dbpedia.org/resource/Euro,
41,1570,1580,Arbeitsamt,Organisation,http://de.dbpedia.org/resource/Bundesagentur_f%C3%BCr_Arbeit,
41,346,352,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
41,2294,2312,Eriana Sommerfeldt,Person,NIL,
41,1904,1910,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
41,822,864,Kampagne Deine Geschichte ist Gold wert,Event,NIL,
41,2790,2805,Andreas Gotfrid,Person,NIL,
41,903,910,Andreas,Person,NIL,
41,2318,2322,Kuba,Location,http://de.dbpedia.org/resource/Kuba,
41,2328,2339,Deutschland,Location,http://de.dbpedia.org/resource/Deutschland,
41,692,707,Andreas Gotfrid,Person,NIL,
41,946,985,Herzkatheterlabor der Charite,Location,NIL,
41,1418,1425,Charite,Organisation,http://de.dbpedia.org/resource/Charit%C3%A9,
41,1587,1628,Kampagne Deine Geschichte ist Gold wert,Event,NIL,
42,145,155,Soko Villa,Organisation,http://de.dbpedia.org/resource/Sonderkommission,
42,175,184,Bundestag,Organisation,http://de.dbpedia.org/resource/Deutscher_Bundestag,
42,558,564,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
42,1367,1373,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
42,601,627,Regenbogen-Familienzentrum,Organisation,NIL,
42,640,650,Schöneberg,Location,http://de.dbpedia.org/resource/Berlin-Sch%C3%B6neberg,
42,1477,1487,Schöneberg,Location,http://de.dbpedia.org/resource/Berlin-Sch%C3%B6neberg,
42,692,696,Jana,Person,NIL,
42,722,725,Kai,Person,NIL,
42,730,743,Michael Korok,Person,NIL,
42,705,719,Regenbogenkind,Misc,http://de.dbpedia.org/resource/Indigo-Kinder,
43,47,58,rbb AKTUELL,Work,http://de.dbpedia.org/resource/RBB_Aktuell,
43,220,228,Vodafone,Organisation,http://de.dbpedia.org/resource/Vodafone,
43,436,444,Vodafone,Organisation,http://de.dbpedia.org/resource/Vodafone,
43,1441,1449,Vodafone,Organisation,http://de.dbpedia.org/resource/Vodafone,
43,310,316,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
43,1538,1544,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
43,321,332,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
43,507,513,Urania,Location,http://de.dbpedia.org/resource/Urania_(Berlin),
43,728,747,Betriebsversammlung,Misc,http://de.dbpedia.org/resource/Betriebsversammlung,
43,1186,1195,Tempelhof,Location,http://de.dbpedia.org/resource/Flughafen_Berlin-Tempelhof,
43,1243,1251,Rumänien,Location,http://de.dbpedia.org/resource/Rum%C3%A4nien,
43,1602,1612,Stahnsdorf,Location,http://de.dbpedia.org/resource/Stahnsdorf,
44,265,271,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
44,282,293,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
44,86,89,NPD,Organisation,http://de.dbpedia.org/resource/Nationaldemokratische_Partei_Deutschlands,
44,411,422,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
44,116,123,Berlins,Location,http://de.dbpedia.org/resource/Berlin,
44,544,566,Tolerantes Brandenburg,Event,NIL,
44,809,830,Tolerante Brandenburg,Event,NIL,
44,726,750,Bildungsministerin Münch,Person,http://de.dbpedia.org/resource/Martina_M%C3%BCnch,
45,111,130,Hans Jürgen Pohmann,Person,http://de.dbpedia.org/resource/Hans-J%C3%BCrgen_Pohmann,
45,182,201,Hans Jürgen Pohmann,Person,http://de.dbpedia.org/resource/Hans-J%C3%BCrgen_Pohmann,
45,253,266,RBB Sportchef,Misc,NIL,
45,471,480,Wimbledon,Event,http://de.dbpedia.org/resource/Wimbledon_Championships,
45,530,539,Wimbledon,Event,http://de.dbpedia.org/resource/Wimbledon_Championships,
45,311,318,Lisicki,Person,http://de.dbpedia.org/resource/Sabine_Lisicki,
45,578,585,Lisicki,Person,http://de.dbpedia.org/resource/Sabine_Lisicki,
45,501,505,Graf,Person,http://de.dbpedia.org/resource/Steffi_Graf,
45,511,517,Becker,Person,http://de.dbpedia.org/resource/Boris_Becker,
45,542,553,Deutschland,Location,http://de.dbpedia.org/resource/Deutschland,
46,80,101,Jahrhunderthochwasser,Event,http://de.dbpedia.org/resource/Hochwasser_in_Mitteleuropa_2013,
46,460,466,Grimma,Location,http://de.dbpedia.org/resource/Grimma,
46,127,138,Wittenberge,Location,http://de.dbpedia.org/resource/Wittenberge,
46,781,788,Landtag,Event,http://de.dbpedia.org/resource/Landtag,
46,1012,1015,BSR,Organisation,http://de.dbpedia.org/resource/BSR,
46,361,384,Berliner Wasserbetriebe,Organisation,http://de.dbpedia.org/resource/Berliner_Wasserbetriebe,
46,1030,1059,Biogasanlage in Spandau,Location,NIL,
46,449,455,Döbeln,Location,http://de.dbpedia.org/resource/D%C3%B6beln,
47,148,155,Holland,Location,http://de.dbpedia.org/resource/Holland,
47,226,239,Füchse Berlin,Organisation,http://de.dbpedia.org/resource/F%C3%BCchse_Berlin,
47,468,475,3. Liga,Organisation,http://de.dbpedia.org/resource/3._Liga,
47,289,305,Champions League,Event,NIL,
47,111,117,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
47,352,379,Rhein-Neckar Löwen,Organisation,http://de.dbpedia.org/resource/Rhein-Neckar_L%C3%B6wen,
47,448,455,Fußball,Misc,http://de.dbpedia.org/resource/Fu%C3%9Fball,
47,482,495,SV Babelsberg,Organisation,http://de.dbpedia.org/resource/SV_Babelsberg_03,
47,516,533,Borussia Dortmund,Organisation,http://de.dbpedia.org/resource/Borussia_Dortmund,
48,1257,1272,Jüdische Museum,Location,http://de.dbpedia.org/resource/J%C3%BCdisches_Museum_Berlin,
48,56,78,Tolerantes Brandenburg,Event,NIL,
48,281,303,Tolerantes Brandenburg,Event,NIL,
48,2943,2974,15 Jahre tolerantes Brandenburg,Event,NIL,
48,119,123,Euro,Misc,http://de.dbpedia.org/resource/Euro,
48,237,249,Dirk Wilking,Person,NIL,
48,1200,1206,Werder,Location,http://de.dbpedia.org/resource/Berlin-Friedrichswerder,
48,1409,1415,Werder,Location,http://de.dbpedia.org/resource/Berlin-Friedrichswerder,
48,1583,1591,Cottbuss,Location,http://de.dbpedia.org/resource/Cottbus,
48,1606,1618,Hells Angels,Organisation,http://de.dbpedia.org/resource/Hells_Angels,
48,1854,1865,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
48,1935,1946,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
48,2188,2199,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
49,288,303,Prenzlauer Berg,Location,http://de.dbpedia.org/resource/Berlin-Prenzlauer_Berg,
49,352,365,Tram-Linie M4,Location,NIL,
49,539,568,Entertainerin Dagmar Frederic,Person,http://de.dbpedia.org/resource/Dagmar_Frederic,
49,574,605,Eiskunstlauf-Star Katarina Witt,Person,http://de.dbpedia.org/resource/Katarina_Witt,
49,617,638,Ronald Mc Donald Haus,Location,http://de.dbpedia.org/resource/McDonald%E2%80%99s_Kinderhilfe,
49,650,669,Carl Thiem Klinikum,Organisation,http://de.dbpedia.org/resource/Carl-Thiem-Klinikum_Cottbus,
49,894,937,Men at work - Bauarbeiter am Berliner Dom,Event,NIL,
49,1030,1043,Berliner Doms,Location,http://de.dbpedia.org/resource/Berliner_Dom,
49,1183,1206,Wiederaufbau der Kuppel,Event,NIL,
50,95,119,Eichenprozessionsspinner,Misc,http://de.dbpedia.org/resource/Eichen-Prozessionsspinner,
50,344,349,A 115,Location,http://de.dbpedia.org/resource/Bundesautobahn_115,
50,422,455,Dreieck Nuthetal und Kleinmachnow,Location,http://de.dbpedia.org/resource/Bundesautobahn_115,
50,476,483,Nordsee,Location,http://de.dbpedia.org/resource/Nordsee,
50,629,663,Filmemachern Christian Wüstenberg,Person,NIL,
50,675,688,Silke Schranz,Person,NIL,
50,916,922,Ostsee,Location,http://de.dbpedia.org/resource/Ostsee,
50,1085,1091,Ostsee,Location,http://de.dbpedia.org/resource/Ostsee,
50,1129,1138,Flensburg,Location,http://de.dbpedia.org/resource/Flensburg,
50,1165,1188,deutschen Ostseeküste,Location,NIL,
50,1198,1204,Usedom,Location,http://de.dbpedia.org/resource/Usedom,
50,1333,1365,Filmemacher Christian Wüstenberg,Person,NIL,
50,1405,1418,Silke Schranz,Person,NIL,
51,94,110,Abgeordnetenhaus,Organisation,http://de.dbpedia.org/resource/Abgeordnetenhaus_von_Berlin,
51,304,317,AVUS-Ausfahrt,Location,NIL,
51,410,423,Stadtautobahn,Location,http://de.dbpedia.org/resource/Bundesautobahn_100,
51,460,476,Dreieck Funkturm,Location,http://de.dbpedia.org/resource/Autobahndreieck_Funkturm,
51,697,713,Dreieck Funkturm,Location,http://de.dbpedia.org/resource/Autobahndreieck_Funkturm,
51,1240,1256,Dreieck Funkturm,Location,http://de.dbpedia.org/resource/Autobahndreieck_Funkturm,
51,400,404,Avus,Location,NIL,
51,813,817,Avus,Location,NIL,
51,827,836,Stadtring,Location,NIL,
51,937,942,Messe,Location,http://de.dbpedia.org/resource/Messe_Berlin,
51,1752,1757,Messe,Location,http://de.dbpedia.org/resource/Messe_Berlin,
51,992,1004,Deutschlands,Location,http://de.dbpedia.org/resource/Deutschland,
51,1306,1314,Halensee,Location,http://de.dbpedia.org/resource/Halensee,
51,572,579,Europas,Location,http://de.dbpedia.org/resource/Europa,
51,1372,1396,Königin-Elisabeth-Straße,Location,NIL,
51,1360,1369,Messedamm,Location,http://de.dbpedia.org/resource/U-Bahnhof_Kaiserdamm,
51,1406,1424,Knobelsdorffstraße,Location,NIL,
51,1648,1684,Anschlussstelle Kaiserdamm,Location,http://de.dbpedia.org/resource/U-Bahnhof_Kaiserdamm,
51,1430,1456,Anschlussstelle Kaiserdamm,Location,http://de.dbpedia.org/resource/U-Bahnhof_Kaiserdamm,
51,1616,1635,Knobelsdorff-Straße,Location,NIL,
52,184,187,CIA,Organisation,http://de.dbpedia.org/resource/Central_Intelligence_Agency,
52,811,817,Ostsee,Location,http://de.dbpedia.org/resource/Ostsee,
53,237,248,Korina Dörr,Person,NIL,
53,345,354,Frau Dörr,Person,NIL,
54,963,974,Burghausens,Organisation,http://de.dbpedia.org/resource/Wacker_Burghausen,
54,247,254,3. Liga,Misc,http://de.dbpedia.org/resource/3._Liga,
54,265,278,SV Babelsberg,Organisation,http://de.dbpedia.org/resource/SV_Babelsberg_03,
54,326,349,Karl-Liebknecht-Stadion,Location,http://de.dbpedia.org/resource/Karl-Liebknecht-Stadion,
54,1042,1052,Babelsberg,Organisation,http://de.dbpedia.org/resource/SV_Babelsberg_03,
54,975,984,Omodiagbe,Person,http://de.dbpedia.org/resource/Darlington_Omodiagbe,
54,380,397,Wacker Burghausen,Organisation,http://de.dbpedia.org/resource/Wacker_Burghausen,
54,542,559,Wacker Burghausen,Organisation,http://de.dbpedia.org/resource/Wacker_Burghausen,
54,505,517,Almedin Civa,Person,http://de.dbpedia.org/resource/Almedin_Civa,
54,467,478,Babelsbergs,Organisation,http://de.dbpedia.org/resource/SV_Babelsberg_03,
54,722,732,Burghausen,Organisation,http://de.dbpedia.org/resource/Wacker_Burghausen,
54,1378,1388,Babelsberg,Organisation,http://de.dbpedia.org/resource/SV_Babelsberg_03,
54,1417,1427,Babelsberg,Organisation,http://de.dbpedia.org/resource/SV_Babelsberg_03,
54,867,872,Essig,Person,http://de.dbpedia.org/resource/Almedin_Civa,
54,877,883,Müller,Person,NIL,
54,1239,1251,Almedin Civa,Person,http://de.dbpedia.org/resource/Almedin_Civa,
55,154,162,Mühlberg,Location,http://de.dbpedia.org/resource/M%C3%BChlberg,
55,177,182,Spree,Location,http://de.dbpedia.org/resource/Spree,
55,389,394,Spree,Location,http://de.dbpedia.org/resource/Spree,
55,1841,1846,Spree,Location,http://de.dbpedia.org/resource/Spree,
55,241,250,Spremberg,Location,http://de.dbpedia.org/resource/Spremberg,
55,720,729,Spremberg,Location,http://de.dbpedia.org/resource/Spremberg,
55,1417,1426,Spremberg,Location,http://de.dbpedia.org/resource/Spremberg,
55,883,902,Talsperre Spremberg,Location,http://de.dbpedia.org/resource/Talsperre_Spremberg,
55,1251,1270,Talsperre Spremberg,Location,http://de.dbpedia.org/resource/Talsperre_Spremberg,
55,1103,1124,Spremberger Talsperre,Location,http://de.dbpedia.org/resource/Talsperre_Spremberg,
55,944,951,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
55,856,863,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
55,1235,1242,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
55,963,970,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
55,1707,1714,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
55,1448,1455,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
55,1325,1332,Sachsen,Location,http://de.dbpedia.org/resource/Sachsen,
56,102,112,Babelsberg,Organisation,http://de.dbpedia.org/resource/SV_Babelsberg_03,
56,263,285,Cottbuser Sportzentrum,Location,http://de.dbpedia.org/resource/Max-Reimann-Stadion,
56,294,306,5. Sprintcup,Event,NIL,
56,352,357,Polen,Location,http://de.dbpedia.org/resource/Polen,
56,359,369,Tschechien,Location,http://de.dbpedia.org/resource/Tschechien,
56,374,384,Frankreich,Location,http://de.dbpedia.org/resource/Frankreich,
56,438,452,Kristina Vogel,Person,http://de.dbpedia.org/resource/Kristina_Vogel,
56,1184,1198,Kristina Vogel,Person,http://de.dbpedia.org/resource/Kristina_Vogel,
56,473,488,Maximilian Levy,Person,http://de.dbpedia.org/resource/Maximilian_Levy,
56,546,561,Maximilian Levy,Person,http://de.dbpedia.org/resource/Maximilian_Levy,
56,459,465,Erfurt,Location,http://de.dbpedia.org/resource/Erfurt,
56,1203,1209,Erfurt,Location,http://de.dbpedia.org/resource/Erfurt,
56,263,270,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
56,566,573,Cottbus,Location,http://de.dbpedia.org/resource/Cottbus,
56,730,743,Max Niederlag,Person,http://de.dbpedia.org/resource/Max_Niederlag,
56,684,690,London,Location,http://de.dbpedia.org/resource/London,
56,1090,1094,Levy,Person,http://de.dbpedia.org/resource/Maximilian_Levy,
56,783,787,Levy,Person,http://de.dbpedia.org/resource/Maximilian_Levy,
56,1140,1157,Robert Förstemann,Person,http://de.dbpedia.org/resource/Robert_F%C3%B6rstemann,
56,1122,1128,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
56,1293,1307,Moritz Meißner,Person,NIL,
56,1330,1341,RSC Cottbus,Organisation,http://de.dbpedia.org/resource/RSC_Cottbus,
57,65,73,Rollfeld,Location,http://de.dbpedia.org/resource/Rollfeld,
57,78,105,Spandauer Schifffahrtskanal,Location,http://de.dbpedia.org/resource/Berlin-Spandauer_Schifffahrtskanal,
57,594,601,Potsdam,Location,http://de.dbpedia.org/resource/Postdam,
57,752,765,Tina Rohowski,Person,NIL,
57,1484,1504,Pflegetochter Katrin,Person,NIL,
57,1538,1558,Pflegetochter Katrin,Person,NIL,
57,1620,1632,Neu Fahrland,Location,http://de.dbpedia.org/resource/Neu_Fahrland,
57,2428,2445,Jugendamt Potsdam,Organisation,NIL,
57,1058,1066,Josef K.,Person,NIL,
57,2752,2775,Pflegetochter Alexandra,Person,NIL,
57,2829,2838,Alexandra,Person,NIL,
58,260,275,Gendarmen-Markt,Location,http://de.dbpedia.org/resource/Gendarmenmarkt,
58,280,290,Ulli Zelle,Person,http://de.dbpedia.org/resource/Ulli_Zelle,
58,446,455,Falkensee,Location,http://de.dbpedia.org/resource/Falkensee,
58,1480,1489,Falkensee,Location,http://de.dbpedia.org/resource/Falkensee,
58,2378,2387,Falkensee,Location,http://de.dbpedia.org/resource/Falkensee,
58,464,466,B5,Location,http://de.dbpedia.org/resource/B5,
58,1286,1288,B5,Location,http://de.dbpedia.org/resource/B5,
58,742,751,Vera Hinz,Person,NIL,
58,1158,1169,Brandenburg,Location,http://de.dbpedia.org/resource/Brandenburg,
58,1301,1306,Nauen,Location,http://de.dbpedia.org/resource/Nauen,
58,1311,1317,Berlin,Location,http://de.dbpedia.org/resource/Nauen,
58,1420,1426,Berlin,Location,http://de.dbpedia.org/resource/Nauen,
58,1390,1398,Autobahn,Location,http://de.dbpedia.org/resource/Autobahn,
58,2309,2340,Landkreis Havelland.,Location,http://de.dbpedia.org/resource/Landkreis_Havelland,
58,2108,2132,Infrastrukturministerium,Location,http://de.dbpedia.org/resource/Infrastrukturministerium,
58,2647,2663,Classic Open Air,Event,NIL,
58,2481,2489,Eva Hinz,Person,NIL,
58,2845,2850,aDORO,Organisation,http://de.dbpedia.org/resource/Adoro,
58,2674,2688,Gendarmenmarkt,Location,NIL,
58,3013,3037,Filmorchester Babelsberg,Organisation,http://de.dbpedia.org/resource/Deutsches_Filmorchester_Babelsberg,
58,2941,2945,Nena,Person,http://de.dbpedia.org/resource/Nena,
58,3245,3263,französischen Doms,Location,http://de.dbpedia.org/resource/Franz%C3%B6sischer_Dom,
58,3508,3515,Bristol,Location,http://de.dbpedia.org/resource/Bristol,
58,3373,3380,Italien,Location,http://de.dbpedia.org/resource/Italien,
59,49,60,rbb AKTUELL,Work,http://de.dbpedia.org/resource/RBB_Aktuell,
59,111,124,Dietmar Teige,Person,NIL,
59,171,175,Elbe,Location,http://de.dbpedia.org/resource/Elbe,
59,361,372,Wittenberge,Location,http://de.dbpedia.org/resource/Wittenberge,
59,191,203,Brandenburgs,Location,http://de.dbpedia.org/resource/Brandenburg,
60,304,315,rbb AKTUELL,Work,http://de.dbpedia.org/resource/RBB_Aktuell,
60,356,362,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
60,403,409,Berlin,Location,http://de.dbpedia.org/resource/Berlin,
60,435,440,Mitte,Location,http://de.dbpedia.org/resource/Berlin-Mitte,
60,552,569,Architekt Kolhoff,Person,http://de.dbpedia.org/resource/Hans_Kollhoff,
60,625,629,Alex,Location,http://de.dbpedia.org/resource/Alexanderplatz,
60,824,828,Alex,Location,http://de.dbpedia.org/resource/Alexanderplatz,
60,2658,2662,Alex,Location,http://de.dbpedia.org/resource/Alexanderplatz,
60,2872,2876,Alex,Location,http://de.dbpedia.org/resource/Alexanderplatz,
60,2261,2266,Alexa,Location,http://de.dbpedia.org/resource/Alexanderplatz,
60,976,989,Hans Kollhoff,Person,http://de.dbpedia.org/resource/Hans_Kollhoff,
60,484,498,Alexanderplatz,Location,http://de.dbpedia.org/resource/Alexanderplatz,
60,1144,1162,US-Investors Hines,Person,NIL,
60,1065,1078,Saturngebäude,Location,NIL,
60,1205,1213,Kollhoff,Person,http://de.dbpedia.org/resource/Hans_Kollhoff,
60,2670,2678,Kollhoff,Person,http://de.dbpedia.org/resource/Hans_Kollhoff,
60,2049,2058,Kollhoffs,Person,http://de.dbpedia.org/resource/Hans_Kollhoff,
60,1398,1432,Senatsbaudirektorin Regula Lüscher,Person,http://de.dbpedia.org/resource/Regula_L%C3%BCscher,
60,1563,1580,Park-Inn-Hochhaus,Location,http://de.dbpedia.org/resource/Park_Inn_by_Radisson_Berlin_Alexanderplatz,
60,871,885,Park Inn-Hotel,Location,http://de.dbpedia.org/resource/Park_Inn_by_Radisson_Berlin_Alexanderplatz,
60,1763,1770,Lüscher,Person,http://de.dbpedia.org/resource/Regula_L%C3%BCscher,
60,1912,1927,Berliner Verlag,Location,http://de.dbpedia.org/resource/Berliner_Verlag,
60,1668,1685,Park-Inn-Hochhaus,Location,http://de.dbpedia.org/resource/Park_Inn_by_Radisson_Berlin_Alexanderplatz,
60,1936,1961,Haus der Elektroindustrie,Location,NIL,
60,1321,1347,Stadtentwicklungsausschuss,Organisation,NIL,
60,2360,2375,Karl-Marx-Allee,Location,http://de.dbpedia.org/resource/Karl-Marx-Allee,
60,2001,2043,Vizepräsidentin der Architektenkammer,Person,NIL,
60,2227,2235,Hochhaus,Location,http://de.dbpedia.org/resource/Park_Inn_by_Radisson_Berlin_Alexanderplatz,
60,126,133,Viagogo,Product,http://de.dbpedia.org/resource/Viagogo,
60,2613,2616,CDU,Organisation,http://de.dbpedia.org/resource/Christlich_Demokratische_Union_Deutschlands,
60,2605,2608,SPD,Organisation,http://de.dbpedia.org/resource/Sozialdemokratische_Partei_Deutschlands,
60,2384,2395,Fernsehturm,Location,http://de.dbpedia.org/resource/Berliner_Fernsehturm,
60,266,272,Gerald,Person,http://de.dbpedia.org/resource/Gerald_Meyer,
61,160,176,Eisenhüttenstadt,Location,http://de.dbpedia.org/resource/Eisenh%C3%BCttenstadt,
61,495,511,Eisenhüttenstadt,Location,http://de.dbpedia.org/resource/Eisenh%C3%BCttenstadt,
